id,yield
15289,4326.887690816743
15290,6689.421466128068
15291,5935.722972514219
15292,4694.197192137137
15293,8242.064118739616
15294,6644.237768100093
15295,5415.423560480454
15296,4154.25983244782
15297,5762.105456692341
15298,8233.48498669395
15299,8051.524254918847
15300,6946.12293467118
15301,4745.647027528115
15302,5798.508544271381
15303,4018.796349036197
15304,7523.4747058658895
15305,7045.781618501582
15306,5932.544475303643
15307,6190.849244055065
15308,5681.18128704678
15309,6462.227623645169
15310,6516.0234236511915
15311,5764.6294197196785
15312,5728.146324297476
15313,7163.651161324557
15314,5369.92653837576
15315,5793.0380059852105
15316,5013.938866956547
15317,6412.61408804319
15318,6811.5071050734605
15319,5001.115146036653
15320,7347.776386138567
15321,6792.449859250899
15322,6233.846798187682
15323,5977.371892074425
15324,7308.667329466191
15325,7852.042577483017
15326,4143.108725544151
15327,5097.840182602067
15328,5599.502980062868
15329,5000.138427555546
15330,5525.287911290305
15331,7514.501161494149
15332,5522.846622156776
15333,5285.074889286729
15334,8183.725523695812
15335,5348.782925096255
15336,7380.194330857844
15337,5079.243351330236
15338,5349.643837563145
15339,7521.13579107154
15340,5852.208767756947
15341,5664.068942574501
15342,5594.718416426122
15343,5394.068387411033
15344,6631.565911867654
15345,4296.41434999
15346,6204.162983383439
15347,6505.700524280291
15348,6788.86647005598
15349,6553.435366498553
15350,4790.90043758339
15351,5450.528017502582
15352,5116.925025961897
15353,6160.397446066017
15354,7307.8493030396485
15355,6511.919690266755
15356,8289.337014643877
15357,6206.336737112813
15358,6819.9565597503515
15359,5057.009716363224
15360,5466.864002912194
15361,5589.384410491151
15362,5289.04053950287
15363,7157.492688114355
15364,5577.629457264231
15365,6829.0916084202745
15366,5597.274550503308
15367,6397.9647068828035
15368,4836.423805328986
15369,4055.7452913229085
15370,5022.166939238995
15371,4210.609943520114
15372,5117.259042495226
15373,6809.6729082270485
15374,7044.621239546766
15375,6779.55865062945
15376,6981.998397548738
15377,4288.780374766951
15378,5896.725727399108
15379,5580.84529592272
15380,7107.037550419784
15381,6162.726895241029
15382,4271.790946683949
15383,7316.769387692264
15384,3312.212800028231
15385,6261.727410364843
15386,6037.635695591151
15387,6867.519131335688
15388,8194.004189298654
15389,7365.818779615735
15390,6880.704397814784
15391,6158.767353498975
15392,5023.939352440727
15393,4268.333376071012
15394,5897.8513159935965
15395,4921.049927427057
15396,6536.481445998788
15397,6751.246497003713
15398,7768.190319323057
15399,6761.734637531965
15400,4586.551516721007
15401,6429.858775919229
15402,6553.640907454353
15403,4934.404717028772
15404,6947.70628754551
15405,5258.573708570257
15406,4991.234071845871
15407,5569.6747120992595
15408,7008.5878583062695
15409,8175.356689335998
15410,5025.838832309113
15411,8609.964284883392
15412,5090.209225148725
15413,5477.213972775013
15414,4652.909629586903
15415,5871.410748536704
15416,5933.897298932863
15417,6036.51216870081
15418,5929.729946635149
15419,6768.909007372846
15420,5343.217581628175
15421,8513.671507634986
15422,5779.795739625903
15423,5887.391321464576
15424,6147.370693585975
15425,6243.083152609939
15426,6807.7621410844295
15427,8331.997786637381
15428,6166.175112674655
15429,7303.310664829549
15430,5869.4811552625015
15431,5809.711065952648
15432,7304.641634322717
15433,5505.9415844024625
15434,5053.743627433087
15435,5425.5578786493115
15436,5786.600613588489
15437,5528.408210719492
15438,6172.944120338703
15439,5690.120478168259
15440,4336.475842211149
15441,3271.0086401727253
15442,5628.07594397242
15443,5242.621224550894
15444,4288.413050720859
15445,4157.261278143129
15446,3859.5748816163073
15447,6917.672589651183
15448,7285.731296442244
15449,5800.297538856972
15450,6882.932468946941
15451,8203.097639010712
15452,6311.7820474254295
15453,6552.2864721631995
15454,6320.6621021563205
15455,7065.157009671518
15456,5174.604717040313
15457,7527.96079280125
15458,7388.986456207944
15459,3365.546770502897
15460,6565.450041689465
15461,7029.585951612656
15462,6192.756783472091
15463,3479.038812372072
15464,5285.821956070601
15465,3918.8219687913506
15466,6469.395850483263
15467,5377.965197427398
15468,7219.499811934703
15469,5069.0213067846225
15470,5500.326550460477
15471,6901.166181447497
15472,4984.022568179642
15473,7231.609969809383
15474,4929.1197724934145
15475,3372.6631192061786
15476,3476.5652717084163
15477,7084.523080534358
15478,5356.4994680349
15479,7300.405578702908
15480,7602.888025605027
15481,4577.449566508376
15482,8259.344686335078
15483,6311.318523597894
15484,6588.353259422697
15485,6188.979190934826
15486,4743.063248592575
15487,7976.012574686934
15488,5746.105373501925
15489,7357.748077028673
15490,4757.567036521559
15491,7354.0970712756925
15492,5575.765314005623
15493,4608.920307168003
15494,7213.322747606861
15495,6659.133932739395
15496,6971.351681720167
15497,4739.933154146446
15498,6565.224327249398
15499,4700.475389955345
15500,5532.768815372731
15501,6271.481364552686
15502,6131.906875623345
15503,6539.377171990396
15504,6229.8818815178865
15505,7498.846351982378
15506,6868.993432195719
15507,6331.51714166448
15508,4246.62272339242
15509,6482.867515367288
15510,6967.092359749151
15511,7312.816939948032
15512,3504.4475840012965
15513,7748.15035301569
15514,5566.694270363268
15515,8020.049812911
15516,5495.677693102532
15517,2898.636006736932
15518,4650.966230652066
15519,6949.782007916671
15520,8293.650180451825
15521,6762.9812688878355
15522,5728.768797783498
15523,7171.371077936214
15524,4589.0076844688865
15525,4425.309384344486
15526,4630.770121461218
15527,4796.506950235503
15528,5105.713291077321
15529,6206.6241625426355
15530,6864.258514711631
15531,5544.479260715253
15532,6244.4490018822835
15533,6309.6548221462945
15534,5627.196398758251
15535,6839.346670255978
15536,4018.2792975983684
15537,6966.494565052946
15538,4603.5855498160045
15539,7491.848517182201
15540,5563.28392748985
15541,6193.772432300245
15542,5694.170977425867
15543,4596.0045196928195
15544,5039.23992357201
15545,7515.130867560089
15546,6536.039944195189
15547,5633.6194889291255
15548,6802.800361712223
15549,4018.2059679862577
15550,5222.986087794094
15551,6400.796459028795
15552,7003.108691045523
15553,4767.917096254993
15554,5677.591084534306
15555,8224.249269161171
15556,5014.392663593394
15557,5473.179236127137
15558,7260.9921428522775
15559,5878.169508935323
15560,7408.505657624893
15561,6700.508315099472
15562,6452.316105390594
15563,4641.648111510483
15564,8169.595768474237
15565,6370.762769060158
15566,6305.098505759098
15567,3398.9431613080933
15568,4189.340929635676
15569,6438.796607491792
15570,6150.509312714768
15571,4942.63161162753
15572,6757.489768692725
15573,8004.853854357729
15574,4388.9024826830255
15575,5586.49434438705
15576,6724.9161728273975
15577,5432.256785955434
15578,5404.767969511641
15579,5049.755214924976
15580,7014.792197260274
15581,5518.456484717799
15582,6399.4330073858455
15583,6512.7138458790505
15584,6837.397377649147
15585,3767.0797315770865
15586,5682.073112278098
15587,6855.355691544307
15588,6804.098945087399
15589,6870.400708527068
15590,4150.1843553137405
15591,6281.687431767949
15592,6425.617505171567
15593,5038.03789699281
15594,5592.755712223045
15595,8275.467292192852
15596,6170.055027909539
15597,7570.01453599042
15598,7267.8997525485065
15599,5760.8031491974125
15600,7582.955178992212
15601,6973.812102856529
15602,3649.0434483603067
15603,5088.234021285409
15604,5575.207786324841
15605,4811.514074408563
15606,5438.0460989353505
15607,3776.1876651586917
15608,7885.5270625124795
15609,5864.83338859785
15610,7690.709677590877
15611,5636.386540114159
15612,4703.024356996508
15613,5594.13685204842
15614,6363.027032281969
15615,3498.6440503980766
15616,6335.835828960317
15617,6592.322161876611
15618,4899.135493520317
15619,6391.089600975935
15620,5385.5311283507
15621,5842.498409633207
15622,6492.391842923917
15623,6363.264060499147
15624,7704.1399642987035
15625,3796.725011578317
15626,7363.479316230667
15627,4323.220900652566
15628,8133.084209817317
15629,7510.980553042178
15630,5344.59290150879
15631,6965.072744662308
15632,8220.48897121621
15633,4628.714378969752
15634,4363.369963090062
15635,5584.967677804423
15636,5153.0708023854095
15637,6199.576664958982
15638,7245.848877531191
15639,3461.599568567939
15640,7290.005906516078
15641,5471.426120926628
15642,5743.346163625739
15643,4339.0395466515265
15644,7358.264236475465
15645,7529.574237735607
15646,6395.385075092403
15647,4922.815018395647
15648,6339.905238848314
15649,7440.929364505377
15650,6286.3108523233495
15651,7020.1797828856825
15652,6658.605617970022
15653,6780.705215320808
15654,6583.4204280341
15655,3671.553327586758
15656,6909.792549945125
15657,3610.035342222106
15658,6426.812302579781
15659,7411.737586003339
15660,5025.8764236593515
15661,5596.951691396285
15662,4165.720830699407
15663,5434.9330131801
15664,6326.639065708023
15665,3941.464056597861
15666,6454.5914774035045
15667,7717.51175374566
15668,7513.2328032893
15669,5539.679265997114
15670,6953.163031153928
15671,5264.980612828464
15672,5240.31018251017
15673,6211.445665633179
15674,5567.964805255234
15675,5477.105273933905
15676,4338.753607914999
15677,5520.944248769779
15678,7504.7739336555205
15679,3928.931854320459
15680,5528.992164219977
15681,6555.423956748099
15682,8199.998423582128
15683,6371.306638326134
15684,6842.075143844595
15685,5742.178305593019
15686,5545.28921271838
15687,6625.6043900599225
15688,5789.943225448002
15689,4969.705918638259
15690,4808.259706756761
15691,5514.223511227237
15692,6090.694127688235
15693,6049.371120207401
15694,5733.76263206196
15695,7877.493299463429
15696,6244.518276249967
15697,4197.667229532166
15698,6721.933850743431
15699,2692.9353776998537
15700,5354.91179487776
15701,5334.466496229021
15702,6214.340477929618
15703,4778.960178581618
15704,6912.627516242869
15705,5402.571104164498
15706,3401.366323071332
15707,5113.7322156069595
15708,5358.48278466719
15709,6523.5067810610435
15710,7907.2572954328625
15711,6193.771035334942
15712,7661.457826792428
15713,6844.654349464314
15714,5536.141001076523
15715,6408.275869534763
15716,6217.484783136464
15717,6233.9154887367595
15718,7348.342233702641
15719,4274.865187205488
15720,5339.028682550763
15721,7507.5652632542005
15722,4640.235682017051
15723,7833.865790149996
15724,5606.868789394564
15725,5791.401986123432
15726,7414.248135142584
15727,5565.310025399204
15728,5991.128173673097
15729,6714.647514432432
15730,6483.535535259216
15731,6340.984902867361
15732,7708.725927536476
15733,6704.966404006902
15734,7315.326736063457
15735,6595.996954534424
15736,7338.283850108821
15737,6544.224696519528
15738,3332.1987419589527
15739,6452.797668986761
15740,6631.718050291153
15741,4673.787594166385
15742,6962.953863732378
15743,4557.015338381009
15744,6544.828725737848
15745,5599.20728907615
15746,4682.2551598177515
15747,2791.5746686187067
15748,6296.697849553982
15749,3900.363744851873
15750,5842.125179840635
15751,6689.20477411956
15752,5099.536303593611
15753,8095.015250607296
15754,6699.840456035972
15755,7324.421275339102
15756,4879.058377627569
15757,5526.167120343407
15758,8216.79374352533
15759,6148.917191285125
15760,5095.168496298684
15761,7135.090569096132
15762,6486.336540319301
15763,4896.647198051391
15764,5464.141369093056
15765,3676.3654435812186
15766,6432.017110902003
15767,4658.259162617251
15768,6536.832006327988
15769,5805.915117347309
15770,6890.819771153005
15771,3381.749735156675
15772,6461.3146539013815
15773,7751.184138355631
15774,4227.358845499359
15775,7298.0023668070735
15776,7385.593230402434
15777,6707.576160209755
15778,4363.011447220804
15779,5804.40248090165
15780,7434.808070822735
15781,6158.548783327489
15782,6354.7758987475045
15783,5561.8119982335675
15784,5292.37205623079
15785,5403.5270072268895
15786,4880.011432313518
15787,5798.361187732058
15788,8131.587252687745
15789,4937.163302678358
15790,4083.076033064839
15791,6002.741415058912
15792,5574.776750406478
15793,4370.022331383245
15794,4296.365035743078
15795,6289.383854609427
15796,5484.867728615989
15797,7420.833538649211
15798,3955.2920230692516
15799,6447.76950024416
15800,7314.943175770721
15801,6235.570313782382
15802,3382.9856615463987
15803,7334.454328982712
15804,6805.906678394056
15805,4607.013105343905
15806,7346.678536104059
15807,5627.968536211538
15808,4331.419059277102
15809,4309.0054547548625
15810,4383.052547927757
15811,6414.892536686323
15812,7202.107177313963
15813,8636.192269903479
15814,7413.99977254433
15815,5871.297366611366
15816,3493.552439124017
15817,5596.830577800605
15818,7183.912591759465
15819,4058.2529656693705
15820,5748.54189513919
15821,6714.547764554001
15822,6492.664650333945
15823,4013.7872673845222
15824,6828.400219895468
15825,5717.915557461166
15826,6417.278842216313
15827,4984.3815965816275
15828,8096.330971760186
15829,5588.468711448176
15830,6118.373144281357
15831,6530.191083336122
15832,5767.575911457205
15833,5440.008756315057
15834,6925.150186541412
15835,4238.884638019361
15836,6327.926064875181
15837,7306.235921638505
15838,4681.102909496313
15839,4175.530839000668
15840,5639.830285885467
15841,7861.222629215828
15842,6177.624730839174
15843,6805.674541312374
15844,5821.944241777424
15845,3699.4771078768263
15846,6178.621812227819
15847,4585.510907635934
15848,3500.430159840156
15849,8178.917899728836
15850,5607.230830145127
15851,7959.66843280368
15852,7315.878081501176
15853,5529.59259575581
15854,7538.952110275283
15855,6412.200749593538
15856,5506.602140209793
15857,3860.618526260284
15858,5593.934461120462
15859,8673.35428681917
15860,5780.672065157364
15861,3933.018710535487
15862,4279.051765211098
15863,5804.609387297483
15864,6630.371425892285
15865,5611.343887800467
15866,7359.4556420105855
15867,4288.346165742044
15868,8282.491026272943
15869,7800.636344838412
15870,5407.992036362111
15871,4286.155694646084
15872,4810.9603644808185
15873,8199.895295402755
15874,4823.0222511975635
15875,7580.552790825881
15876,7313.768806446777
15877,6946.112336622216
15878,4232.08383248802
15879,6327.229926931367
15880,4352.74850317953
15881,4866.161773412179
15882,6627.362972238677
15883,6206.27825557326
15884,6351.062834453307
15885,4153.283383014974
15886,8241.302454165216
15887,5082.404040743505
15888,7422.731285533604
15889,7625.764938663199
15890,6738.192948094032
15891,5794.373426492379
15892,5292.864352050856
15893,6359.830647010057
15894,3025.0411800771262
15895,7358.334924338904
15896,4677.697691049492
15897,3644.7679181625244
15898,4614.259262755402
15899,5880.938503775702
15900,3940.708152974339
15901,7851.1795177976865
15902,6251.773803261916
15903,5548.865786495662
15904,6460.774239467366
15905,4335.3216941034825
15906,7233.984979482773
15907,3901.1506964041223
15908,7335.696305545596
15909,5652.529693480749
15910,5615.379779156339
15911,4097.295450191285
15912,5352.844529942689
15913,6341.235854306904
15914,7417.58473408077
15915,7237.919024476634
15916,3224.7949204246474
15917,5958.315103144081
15918,6243.86859127653
15919,6194.519490100474
15920,6937.463244364817
15921,7496.830278400326
15922,6177.250913275464
15923,5122.814917030609
15924,4093.89298864761
15925,4914.599984648884
15926,6716.966299865331
15927,6138.545967122074
15928,6799.986977767643
15929,7853.552221346123
15930,4049.105305320595
15931,6512.431493896282
15932,3991.9347946942316
15933,6127.063312754608
15934,6793.458256180408
15935,4594.539305393567
15936,4348.519459558693
15937,7367.782337586626
15938,6703.133555506876
15939,6512.096989821501
15940,6977.805988639737
15941,8210.457971483245
15942,3808.575090888394
15943,7862.053961366529
15944,7307.663497391466
15945,8232.209058961971
15946,4431.366095882015
15947,4708.619570863082
15948,6588.4988719474695
15949,6415.473426266895
15950,7752.77549449331
15951,8697.303192524398
15952,7234.835600900683
15953,4209.668490074082
15954,7409.4003866167295
15955,5488.687850347062
15956,5520.819795342117
15957,7329.135663376745
15958,6115.988941867663
15959,5755.325852075699
15960,6323.566525010286
15961,7221.821978387045
15962,7411.0333125344605
15963,6055.483748955524
15964,6437.8840724439215
15965,7254.044630816272
15966,6678.537729989298
15967,4622.175006693246
15968,3377.340916992996
15969,4364.037275712303
15970,4464.620461255102
15971,5798.524706920012
15972,4326.54413949611
15973,5089.315730601252
15974,5458.04172745727
15975,5236.0482775021155
15976,8753.195146420823
15977,6797.672972442055
15978,5582.918308211478
15979,7493.790477851672
15980,7064.229847886428
15981,6727.469364174621
15982,5790.979555823897
15983,6896.5152489296715
15984,7538.845268685947
15985,5459.087237477257
15986,6333.507789682668
15987,6225.698367337296
15988,6518.698988548123
15989,6861.943338885994
15990,4197.601910913702
15991,3800.7248715052674
15992,7860.495742997573
15993,7777.005430911108
15994,4300.64181012241
15995,4281.341746632047
15996,4797.473786871846
15997,5045.137030450742
15998,5652.899108031212
15999,3697.494757741841
16000,4659.456924956858
16001,5939.828270094665
16002,6814.067809157923
16003,8175.131765706621
16004,6434.519708006163
16005,5111.994304928714
16006,7501.428465635727
16007,4353.663843589902
16008,5591.081929321433
16009,7873.973282424941
16010,3500.168531297159
16011,7545.564428391092
16012,5580.581267338439
16013,8409.852651191824
16014,6216.462988273426
16015,6185.417325211328
16016,6812.2489105142395
16017,4945.322463761576
16018,4704.050322823629
16019,7615.332038303903
16020,7155.843770384584
16021,5275.131844551415
16022,6753.209756962167
16023,6617.262374248932
16024,4830.142412361893
16025,8136.072637291788
16026,6156.948870663195
16027,3403.4604319486093
16028,6345.0979115806385
16029,4876.293317240999
16030,5873.355264966776
16031,6891.126294608374
16032,6319.337840697467
16033,4083.571033769889
16034,5641.319765235725
16035,7300.172082694427
16036,5552.224524913802
16037,5610.066168549623
16038,6210.852607282846
16039,5443.233378368122
16040,7875.128143949799
16041,6378.101439410653
16042,6108.597589457635
16043,6760.986535344757
16044,4884.155776691951
16045,6131.289036353558
16046,4699.18912923987
16047,6117.362723774459
16048,7596.826153353582
16049,4272.817708832075
16050,6175.408069823856
16051,6825.955497417901
16052,6249.562473136293
16053,6699.272311626498
16054,6740.5640147828635
16055,5534.422033777048
16056,8259.173154094544
16057,5826.127079393483
16058,7703.869205385277
16059,7035.001450040345
16060,7335.5397165357945
16061,5529.948399395481
16062,3341.328938774619
16063,5832.538541599535
16064,3464.3075483671655
16065,5678.696892907472
16066,6517.524120521533
16067,7558.740168335806
16068,5021.244487931003
16069,4290.610184711938
16070,4039.321866040873
16071,6182.273737882087
16072,5536.503549830228
16073,6761.3305168423885
16074,4112.891665519545
16075,6174.655920449801
16076,5502.7294215183365
16077,3962.0314750552443
16078,7264.298876778195
16079,3695.52871941236
16080,4679.996808258521
16081,7982.392704610222
16082,4061.179421457232
16083,5617.96122354924
16084,5527.6559715429585
16085,6818.543973954548
16086,7308.7190486221025
16087,6464.512972124356
16088,5443.293392440706
16089,6930.071437187156
16090,4804.6744753225175
16091,5377.008508775563
16092,5340.246098148704
16093,7372.9259255099605
16094,7440.154090396268
16095,7192.021852469564
16096,5496.648264692594
16097,4117.260519734288
16098,6293.961352304794
16099,7870.151129084385
16100,7181.82340353866
16101,7772.5934209493935
16102,6163.205320491908
16103,4103.024677281072
16104,5108.644835645632
16105,8187.249028965916
16106,7064.906616320507
16107,6855.233703383519
16108,7505.124791313252
16109,4790.57103652526
16110,6656.419738981118
16111,7064.911160413919
16112,8299.470107592215
16113,2690.7480743632004
16114,6140.304101112833
16115,7301.296772446203
16116,4556.958043631911
16117,6554.622501633627
16118,7764.596399295337
16119,4110.046886409415
16120,6594.822961709183
16121,6819.185832178405
16122,5369.732971209724
16123,4651.926444051931
16124,6965.958108437138
16125,6170.981194307335
16126,6425.181515274872
16127,4360.375556443322
16128,4116.977471822422
16129,7227.9059626119415
16130,6294.2562384074945
16131,5530.008087383492
16132,8560.101929537894
16133,4276.812442744567
16134,2518.0736020018526
16135,5455.736388436992
16136,6173.600990252262
16137,6833.0218875399005
16138,6297.947690874904
16139,6527.909526269019
16140,4283.89154120467
16141,8181.980521403217
16142,7362.271311035805
16143,6150.340935255857
16144,4025.5900047028026
16145,3115.72715255616
16146,5876.3222826189985
16147,7332.1845822421155
16148,6134.0174123999195
16149,5375.732294701655
16150,5181.852791417201
16151,5471.70373581847
16152,6006.182131455035
16153,6503.21871330214
16154,5573.687610681996
16155,6602.861558933645
16156,5773.383047127314
16157,5620.762603327769
16158,3194.6222594490973
16159,6203.036598552287
16160,5769.655855109618
16161,7140.853382316429
16162,8352.572037707861
16163,7378.824196348887
16164,7300.511505675002
16165,7133.21093592899
16166,6982.925818079794
16167,5538.912167017017
16168,7251.509991696729
16169,8228.114748910946
16170,5010.027930726595
16171,5743.124950351699
16172,5768.035531523912
16173,5742.062536134177
16174,5691.49732175154
16175,3715.628026005253
16176,6809.446763549511
16177,7553.219730735192
16178,5747.990013227989
16179,7948.476281139892
16180,3467.897416510071
16181,6673.857569496178
16182,5887.726610749787
16183,6156.968974542437
16184,6865.027112700217
16185,6898.708841484295
16186,6276.466280933642
16187,6290.067143130761
16188,6632.871793229424
16189,5859.367084657195
16190,6170.2211197675115
16191,5862.484837486278
16192,6177.399580132887
16193,5089.778531470121
16194,5577.739434824089
16195,6912.964461148488
16196,6907.735243538528
16197,5182.150634482197
16198,6663.685293194002
16199,4848.564566568464
16200,5098.131498965369
16201,6286.50942350345
16202,6798.773839561741
16203,5118.77682563632
16204,3816.8573598940793
16205,6735.157366298639
16206,5265.603389960597
16207,6833.375034355599
16208,4170.659562925611
16209,7368.72724919559
16210,8134.618834843896
16211,7204.345912208331
16212,3956.5886081501935
16213,6870.777178453807
16214,7587.871753558176
16215,5747.419635452616
16216,7268.415164471033
16217,5774.666326847641
16218,5918.975598525527
16219,6571.91546828722
16220,5118.723226908552
16221,6185.8128758903
16222,7301.29062298836
16223,5812.690657416473
16224,4010.096177551728
16225,6352.2680010377735
16226,6290.57568277375
16227,5776.153852231684
16228,5939.916649064942
16229,8143.293742247345
16230,7499.244237608762
16231,7529.686262364139
16232,5294.578001580656
16233,5902.091901243741
16234,6176.809030121494
16235,5172.841956689055
16236,4082.0336677440064
16237,7418.353787416294
16238,5596.513036710074
16239,8211.888210473915
16240,4898.215268230901
16241,5242.048284291974
16242,7501.7161772736035
16243,4400.375506237879
16244,5546.584158938091
16245,6740.773243687836
16246,3457.5312135249183
16247,6548.156486459591
16248,5606.709965130278
16249,3465.2927007436665
16250,5280.073887793249
16251,5520.589820671348
16252,5886.217265091433
16253,7322.4628715871895
16254,6535.803816152735
16255,5597.509486563213
